# Reduced electric-dipole matrix elements |<n1 l1 j1 || d || n2 l2 j2>| in e a0,
# from the Portal for High-Precision Atomic Data and Computation, https://www1.udel.edu/atom/
# (M. S. Safronova et al., linearized coupled-cluster method; retrieved 2026-07-28).
species,n1,l1,j1,n2,l2,j2,matrix_element,uncertainty
Na,5,1,1.5,8,0,0.5,1.82458,0.0009123
Na,6,1,0.5,8,0,0.5,3.97185,0.0019859
Na,6,1,1.5,8,0,0.5,5.61078,0.0028054
Na,7,1,0.5,8,0,0.5,33.4808,0.0167404
Na,7,1,1.5,8,0,0.5,47.411,0.0237055
Na,8,0,0.5,8,1,0.5,45.7477,0.0228738
Na,8,0,0.5,8,1,1.5,64.6458,0.0323229
Na,8,0,0.5,9,1,0.5,5.82863,0.0030375
Na,8,0,0.5,9,1,1.5,8.26928,0.004385
Na,8,0,0.5,10,1,0.5,2.43181,0.0019209
Na,8,0,0.5,10,1,1.5,3.45431,0.0026998
Na,8,0,0.5,11,1,0.5,1.41163,0.0012978
Na,8,0,0.5,11,1,1.5,2.00662,0.0018944
Na,3,2,1.5,8,1,0.5,0.0195054,0.0003177
Na,4,2,1.5,8,1,0.5,0.1345,0.0009434
Na,5,2,1.5,8,1,0.5,0.5335,0.0025827
Na,6,2,1.5,8,1,0.5,2.18182,0.0095117
Na,7,2,1.5,8,1,0.5,77.536,0.038768
Na,8,1,0.5,8,2,1.5,46.2323,0.026504
Na,8,1,0.5,9,2,1.5,14.2862,0.0071431
Na,8,1,0.5,10,2,1.5,7.6531,0.0038266
Na,8,1,0.5,11,2,1.5,5.02506,0.0025125
Na,3,2,1.5,8,1,1.5,0.0082616,0.0001443
Na,3,2,2.5,8,1,1.5,0.0247756,0.0004327
Na,4,2,1.5,8,1,1.5,0.0587544,0.0004285
Na,4,2,2.5,8,1,1.5,0.17621,0.001286
Na,5,2,1.5,8,1,1.5,0.234619,0.0011737
Na,5,2,2.5,8,1,1.5,0.703686,0.0035128
Na,6,2,1.5,8,1,1.5,0.960519,0.0043206
Na,6,2,2.5,8,1,1.5,2.88082,0.012956
Na,7,2,1.5,8,1,1.5,34.6621,0.017331
Na,7,2,2.5,8,1,1.5,103.986,0.0519931
Na,8,1,1.5,8,2,1.5,20.7166,0.01206
Na,8,1,1.5,8,2,2.5,62.1498,0.034317
Na,8,1,1.5,9,2,1.5,6.39297,0.0031965
Na,8,1,1.5,9,2,2.5,19.1789,0.0095895
Na,8,1,1.5,10,2,1.5,3.42312,0.0017116
Na,8,1,1.5,10,2,2.5,10.2694,0.0051347
Na,8,1,1.5,11,2,1.5,2.24708,0.0011235
Na,8,1,1.5,11,2,2.5,6.74122,0.0033706
Na,4,3,2.5,8,2,1.5,0.337654,0.0003686
Na,5,3,2.5,8,2,1.5,1.137,0.0009923
Na,6,3,2.5,8,2,1.5,3.60001,0.003297
Na,7,3,2.5,8,2,1.5,15.8785,0.013149
Na,8,2,1.5,8,3,2.5,138.122,0.0690608
Na,8,2,1.5,9,3,2.5,53.6876,0.0268438
Na,8,2,1.5,10,3,2.5,21.0172,0.0105086
Na,8,2,1.5,11,3,2.5,12.1995,0.0060998
Na,4,3,2.5,8,2,2.5,0.0902418,9.11e-05
Na,4,3,3.5,8,2,2.5,0.403572,0.0004011
Na,5,3,2.5,8,2,2.5,0.303875,0.0002429
Na,5,3,3.5,8,2,2.5,1.35897,0.0010682
Na,6,3,2.5,8,2,2.5,0.962144,0.0008139
Na,6,3,3.5,8,2,2.5,4.30283,0.0035874
Na,7,3,2.5,8,2,2.5,4.24372,0.0031851
Na,7,3,3.5,8,2,2.5,18.9785,0.013992
Na,8,2,2.5,8,3,2.5,36.9146,0.0184573
Na,8,2,2.5,8,3,3.5,165.087,0.0825435
Na,8,2,2.5,9,3,2.5,14.3486,0.0071743
Na,8,2,2.5,9,3,3.5,64.169,0.0320845
Na,8,2,2.5,10,3,2.5,5.61708,0.0028085
Na,8,2,2.5,10,3,3.5,25.1204,0.0125602
Na,8,2,2.5,11,3,2.5,3.26046,0.0016302
Na,8,2,2.5,11,3,3.5,14.5812,0.0072906
Na,3,1,0.5,9,0,0.5,0.144326,7.22e-05
Na,3,1,1.5,9,0,0.5,0.204004,0.000102
Na,4,1,0.5,9,0,0.5,0.369755,0.0001849
Na,4,1,1.5,9,0,0.5,0.522271,0.0002611
Na,5,1,0.5,9,0,0.5,0.821756,0.0004109
Na,5,1,1.5,9,0,0.5,1.16036,0.0005802
Na,6,1,0.5,9,0,0.5,1.8906,0.0009453
Na,6,1,1.5,9,0,0.5,2.66949,0.0013347
Na,7,1,0.5,9,0,0.5,5.52466,0.0027623
Na,7,1,1.5,9,0,0.5,7.80346,0.0039017
Na,8,1,0.5,9,0,0.5,45.4165,0.0227083
Na,8,1,1.5,9,0,0.5,64.3126,0.0321563
Na,9,0,0.5,9,1,0.5,59.6446,0.0298223
Na,9,0,0.5,9,1,1.5,84.2809,0.0421404
Na,9,0,0.5,10,1,0.5,7.63066,0.0040666
Na,9,0,0.5,10,1,1.5,10.8243,0.005709
Na,9,0,0.5,11,1,0.5,3.18145,0.0022972
Na,9,0,0.5,11,1,1.5,4.51842,0.0033569
Na,3,2,1.5,9,1,0.5,0.0133094,0.0002322
Na,4,2,1.5,9,1,0.5,0.0884606,0.0006293
Na,5,2,1.5,9,1,0.5,0.305973,0.0014471
Na,6,2,1.5,9,1,0.5,0.943504,0.0035296
Na,7,2,1.5,9,1,0.5,3.37616,0.0147123
Na,8,2,1.5,9,1,0.5,102.536,0.0512681
Na,9,1,0.5,9,2,1.5,58.0615,0.046297
Na,9,1,0.5,10,2,1.5,17.8284,0.0089142
Na,9,1,0.5,11,2,1.5,9.51024,0.0047551
Na,3,2,1.5,9,1,1.5,0.0056041,0.0001052
Na,3,2,2.5,9,1,1.5,0.0168056,0.0003154
Na,4,2,1.5,9,1,1.5,0.0385983,0.0002852
Na,4,2,2.5,9,1,1.5,0.115758,0.0008558
Na,5,2,1.5,9,1,1.5,0.13453,0.0006561
Na,5,2,2.5,9,1,1.5,0.403491,0.0019634
Na,6,2,1.5,9,1,1.5,0.416051,0.0016008
Na,6,2,2.5,9,1,1.5,1.24787,0.0048003
Na,7,2,1.5,9,1,1.5,1.48855,0.0066519
Na,7,2,2.5,9,1,1.5,4.46567,0.0188675
Na,8,2,1.5,9,1,1.5,45.8386,0.0229193
Na,8,2,2.5,9,1,1.5,137.516,0.0687579
Na,9,1,1.5,9,2,1.5,26.0182,0.020918
Na,9,1,1.5,9,2,2.5,78.0547,0.0603
Na,9,1,1.5,10,2,1.5,7.97858,0.0039893
Na,9,1,1.5,10,2,2.5,23.9359,0.011968
Na,9,1,1.5,11,2,1.5,4.25408,0.002127
Na,9,1,1.5,11,2,2.5,12.7623,0.0063811
Na,4,3,2.5,9,2,1.5,0.246313,0.0004171
Na,5,3,2.5,9,2,1.5,0.747714,0.0010469
Na,6,3,2.5,9,2,1.5,1.95554,0.0026938
Na,7,3,2.5,9,2,1.5,5.47194,0.006494
Na,8,3,2.5,9,2,1.5,22.353,0.028348
Na,9,2,1.5,9,3,2.5,177.747,0.0888734
Na,9,2,1.5,10,3,2.5,64.1419,0.073509
Na,9,2,1.5,11,3,2.5,25.0249,0.015596
Na,4,3,2.5,9,2,2.5,0.0658299,0.000106
Na,4,3,3.5,9,2,2.5,0.294399,0.0004693
Na,5,3,2.5,9,2,2.5,0.199835,0.000265
Na,5,3,3.5,9,2,2.5,0.893688,0.0011734
Na,6,3,2.5,9,2,2.5,0.522641,0.0006841
Na,6,3,3.5,9,2,2.5,2.33732,0.0030321
Na,7,3,2.5,9,2,2.5,1.46244,0.0016375
Na,7,3,3.5,9,2,2.5,6.54022,0.007249
Na,8,3,2.5,9,2,2.5,5.97408,0.0071209
Na,8,3,3.5,9,2,2.5,26.7169,0.031513
Na,9,2,2.5,9,3,2.5,47.5048,0.0237524
Na,9,2,2.5,9,3,3.5,212.448,0.106224
Na,9,2,2.5,10,3,2.5,17.1426,0.01881
Na,9,2,2.5,10,3,3.5,76.6642,0.083573
Na,9,2,2.5,11,3,2.5,6.68818,0.0039789
Na,9,2,2.5,11,3,3.5,29.9104,0.017676
Na,3,1,0.5,10,0,0.5,0.116601,5.83e-05
Na,3,1,1.5,10,0,0.5,0.164811,8.24e-05
Na,4,1,0.5,10,0,0.5,0.2864,0.0001432
Na,4,1,1.5,10,0,0.5,0.404516,0.0002023
Na,5,1,0.5,10,0,0.5,0.591456,0.0002957
Na,5,1,1.5,10,0,0.5,0.835091,0.0004175
Na,6,1,0.5,10,0,0.5,1.18894,0.0005945
Na,6,1,1.5,10,0,0.5,1.67845,0.0008392
Na,7,1,0.5,10,0,0.5,2.58758,0.0012938
Na,7,1,1.5,10,0,0.5,3.65313,0.0018266
Na,8,1,0.5,10,0,0.5,7.31874,0.0036594
Na,7,1,1.5,11,0,0.5,2.27406,0.001137
Na,8,1,1.5,10,0,0.5,10.3362,0.0051681
Na,9,1,0.5,10,0,0.5,59.1379,0.0295689
Na,9,1,1.5,10,0,0.5,83.7403,0.0418702
Na,10,0,0.5,10,1,0.5,75.3647,0.0376824
Na,10,0,0.5,10,1,1.5,106.492,0.0532461
Na,10,0,0.5,11,1,0.5,9.66336,0.0048317
Na,10,0,0.5,11,1,1.5,13.7068,0.0068534
Na,3,2,1.5,10,1,0.5,0.0097642,0.0001988
Na,4,2,1.5,10,1,0.5,0.0639551,0.0005104
Na,5,2,1.5,10,1,0.5,0.204625,0.0010714
Na,6,2,1.5,10,1,0.5,0.546068,0.002199
Na,7,2,1.5,10,1,0.5,1.46936,0.0060026
Na,8,2,1.5,10,1,0.5,4.83749,0.0214067
Na,9,2,1.5,10,1,0.5,130.885,0.0654425
Na,10,1,0.5,10,2,1.5,71.1703,0.0355851
Na,10,1,0.5,11,2,1.5,21.7464,0.0108732
Na,3,2,1.5,10,1,1.5,0.0040915,8.86e-05
Na,3,2,2.5,10,1,1.5,0.0122691,0.0002658
Na,4,2,1.5,10,1,1.5,0.0278811,0.0002276
Na,4,2,2.5,10,1,1.5,0.0836161,0.0006831
Na,5,2,1.5,10,1,1.5,0.0899394,0.0004778
Na,5,2,2.5,10,1,1.5,0.269751,0.0014302
Na,6,2,1.5,10,1,1.5,0.240832,0.0009805
Na,6,2,2.5,10,1,1.5,0.72233,0.0029403
Na,7,2,1.5,10,1,1.5,0.648995,0.0026766
Na,7,2,2.5,10,1,1.5,1.94699,0.0076143
Na,8,2,1.5,10,1,1.5,2.13513,0.0095363
Na,8,2,2.5,10,1,1.5,6.40541,0.027119
Na,9,2,1.5,10,1,1.5,58.5123,0.0292562
Na,9,2,2.5,10,1,1.5,175.537,0.0877685
Na,10,1,1.5,10,2,1.5,31.8932,0.0159466
Na,10,1,1.5,10,2,2.5,95.6825,0.0478413
Na,10,1,1.5,11,2,1.5,9.73239,0.0048662
Na,10,1,1.5,11,2,2.5,29.1974,0.0145987
Na,4,3,2.5,10,2,1.5,0.191018,0.0001218
Na,5,3,2.5,10,2,1.5,0.543976,0.000272
Na,6,3,2.5,10,2,1.5,1.28203,0.0006437
Na,7,3,2.5,10,2,1.5,2.96496,0.0014825
Na,8,3,2.5,10,2,1.5,7.69972,0.0038499
Na,9,3,2.5,10,2,1.5,29.8428,0.0149214
Na,10,2,1.5,10,3,2.5,222,0.111
Na,10,2,1.5,11,3,2.5,75.6529,0.0378265
Na,4,3,2.5,10,2,2.5,0.0510559,3.23e-05
Na,4,3,3.5,10,2,2.5,0.228328,0.000141
Na,5,3,2.5,10,2,2.5,0.145394,7.27e-05
Na,5,3,3.5,10,2,2.5,0.650221,0.0003251
Na,6,3,2.5,10,2,2.5,0.342659,0.0001713
Na,6,3,3.5,10,2,2.5,1.53241,0.0007662
Na,7,3,2.5,10,2,2.5,0.792467,0.0003962
Na,7,3,3.5,10,2,2.5,3.54402,0.001772
Na,8,3,2.5,10,2,2.5,2.05797,0.001029
Na,8,3,3.5,10,2,2.5,9.2035,0.0046017
Na,9,3,2.5,10,2,2.5,7.97639,0.0039882
Na,9,3,3.5,10,2,2.5,35.6715,0.0178358
Na,10,2,2.5,10,3,2.5,59.3321,0.0296661
Na,10,2,2.5,10,3,3.5,265.341,0.132671
Na,10,2,2.5,11,3,2.5,20.2181,0.0101091
Na,10,2,2.5,11,3,3.5,90.4182,0.0452091
Na,3,1,0.5,11,0,0.5,0.0969765,4.85e-05
Na,3,1,1.5,11,0,0.5,0.137071,6.85e-05
Na,4,1,0.5,11,0,0.5,0.231575,0.0001158
Na,4,1,1.5,11,0,0.5,0.327072,0.0001635
Na,5,1,0.5,11,0,0.5,0.456596,0.0002283
Na,5,1,1.5,11,0,0.5,0.644647,0.0003223
Na,6,1,0.5,11,0,0.5,0.849899,0.0004249
Na,6,1,1.5,11,0,0.5,1.19971,0.0005999
Na,7,1,0.5,11,0,0.5,1.61107,0.0008055
Na,8,1,0.5,11,0,0.5,3.38262,0.0016913
Na,8,1,1.5,11,0,0.5,4.77477,0.0023874
Na,9,1,0.5,11,0,0.5,9.3532,0.0046766
Na,9,1,1.5,11,0,0.5,13.2085,0.0066043
Na,10,1,0.5,11,0,0.5,74.6531,0.0373265
Na,10,1,1.5,11,0,0.5,105.707,0.0528536
Na,11,0,0.5,11,1,0.5,92.9051,0.0464526
Na,11,0,0.5,11,1,1.5,131.274,0.0656369
Na,3,2,1.5,11,1,0.5,0.0075547,0.0001658
Na,4,2,1.5,11,1,0.5,0.0492046,0.0004105
Na,5,2,1.5,11,1,0.5,0.149877,0.0008133
Na,6,2,1.5,11,1,0.5,0.367578,0.001517
Na,7,2,1.5,11,1,0.5,0.854201,0.0034601
Na,8,2,1.5,11,1,0.5,2.11304,0.0081562
Na,9,2,1.5,11,1,0.5,6.55814,0.0382376
Na,10,2,1.5,11,1,0.5,162.621,0.0813106
Na,11,1,0.5,11,2,1.5,85.6888,0.109984
Na,3,2,1.5,11,1,1.5,0.0031506,7.55e-05
Na,3,2,2.5,11,1,1.5,0.0094473,0.0002264
Na,4,2,1.5,11,1,1.5,0.0214294,0.000187
Na,4,2,2.5,11,1,1.5,0.0642665,0.0005612
Na,5,2,1.5,11,1,1.5,0.065842,0.0003709
Na,5,2,2.5,11,1,1.5,0.197475,0.0011103
Na,6,2,1.5,11,1,1.5,0.162072,0.0006924
Na,6,2,2.5,11,1,1.5,0.486104,0.0020765
Na,7,2,1.5,11,1,1.5,0.377343,0.0015754
Na,7,2,2.5,11,1,1.5,1.13203,0.0044896
Na,8,2,1.5,11,1,1.5,0.934193,0.0037109
Na,8,2,2.5,11,1,1.5,2.80258,0.0105695
Na,9,2,1.5,11,1,1.5,2.89637,0.0172905
Na,9,2,2.5,11,1,1.5,8.68914,0.0499332
Na,10,2,1.5,11,1,1.5,72.7003,0.0363502
Na,10,2,2.5,11,1,1.5,218.099,0.109049
Na,11,1,1.5,11,2,1.5,38.4008,0.049684
Na,11,1,1.5,11,2,2.5,115.206,0.14843
Na,4,3,2.5,11,2,1.5,0.154999,0.0004182
Na,5,3,2.5,11,2,1.5,0.422773,0.0009656
Na,6,3,2.5,11,2,1.5,0.933658,0.002022
Na,7,3,2.5,11,2,1.5,1.94498,0.0036496
Na,8,3,2.5,11,2,1.5,4.1764,0.0072731
Na,9,3,2.5,11,2,1.5,10.3095,0.015088
Na,10,3,2.5,11,2,1.5,38.5314,0.101175
Na,11,2,1.5,11,3,2.5,270.852,0.135426
Na,4,3,2.5,11,2,2.5,0.0414283,0.0001112
Na,4,3,3.5,11,2,2.5,0.185272,0.0004944
Na,5,3,2.5,11,2,2.5,0.112998,0.0002567
Na,5,3,3.5,11,2,2.5,0.505342,0.0011414
Na,6,3,2.5,11,2,2.5,0.249545,0.0005377
Na,6,3,3.5,11,2,2.5,1.116,0.0023915
Na,7,3,2.5,11,2,2.5,0.519846,0.00097
Na,7,3,3.5,11,2,2.5,2.32482,0.0043131
Na,8,3,2.5,11,2,2.5,1.11625,0.0019327
Na,8,3,3.5,11,2,2.5,4.99202,0.0085933
Na,9,3,2.5,11,2,2.5,2.75549,0.0040046
Na,9,3,3.5,11,2,2.5,12.3229,0.017783
Na,10,3,2.5,11,2,2.5,10.2986,0.026918
Na,10,3,3.5,11,2,2.5,46.0567,0.11983
Na,11,2,2.5,11,3,2.5,72.3883,0.0361941
Na,11,2,2.5,11,3,3.5,323.73,0.161865
K,4,0,0.5,4,1,0.5,4.106,0.002
K,4,0,0.5,4,1,1.5,5.807,0.003
K,4,0,0.5,5,1,0.5,0.27583,0.0108746
K,4,0,0.5,5,1,1.5,0.405932,0.0150522
K,4,0,0.5,6,1,0.5,0.0839268,0.0059994
K,4,0,0.5,6,1,1.5,0.127649,0.0082873
K,4,0,0.5,7,1,0.5,0.0391797,0.0042106
K,4,0,0.5,7,1,1.5,0.061411,0.0058212
K,4,0,0.5,8,1,0.5,0.0226023,0.0032053
K,4,0,0.5,8,1,1.5,0.0363773,0.0044349
K,4,0,0.5,9,1,0.5,0.0148029,0.002554
K,4,0,0.5,9,1,1.5,0.0243687,0.003536
K,4,0,0.5,10,1,0.5,0.0105428,0.0020995
K,4,0,0.5,10,1,1.5,0.0176877,0.0029081
K,4,0,0.5,11,1,0.5,0.0079638,0.0017663
K,4,0,0.5,11,1,1.5,0.0135731,0.0024476
K,4,0,0.5,12,1,0.5,0.0062805,0.0015132
K,4,0,0.5,12,1,1.5,0.010845,0.0020974
K,3,2,1.5,4,1,0.5,7.94878,0.0076058
K,4,1,0.5,4,2,1.5,0.0951592,0.0872394
K,4,1,0.5,5,2,1.5,0.33638,0.0627753
K,4,1,0.5,6,2,1.5,0.340671,0.0442784
K,4,1,0.5,7,2,1.5,0.2965,0.0327527
K,4,1,0.5,8,2,1.5,0.252725,0.0253174
K,4,1,0.5,9,2,1.5,0.216242,0.0202771
K,4,1,0.5,10,2,1.5,0.186797,0.0167013
K,4,1,0.5,11,2,1.5,0.163049,0.0140594
K,3,2,1.5,4,1,1.5,3.56498,0.0031365
K,3,2,2.5,4,1,1.5,10.6949,0.009248
K,4,1,1.5,4,2,1.5,0.0324839,0.0257348
K,4,1,1.5,4,2,2.5,0.0943945,0.070828
K,4,1,1.5,5,2,1.5,0.15648,0.0281571
K,4,1,1.5,5,2,2.5,0.471041,0.0844329
K,4,1,1.5,6,2,1.5,0.15638,0.0198365
K,4,1,1.5,6,2,2.5,0.470103,0.0594017
K,4,1,1.5,7,2,1.5,0.135526,0.014663
K,4,1,1.5,7,2,2.5,0.407229,0.0438712
K,4,1,1.5,8,2,1.5,0.115279,0.0113294
K,4,1,1.5,8,2,2.5,0.346313,0.0338788
K,4,1,1.5,9,2,1.5,0.098519,0.0090713
K,4,1,1.5,9,2,2.5,0.295923,0.0271194
K,4,1,1.5,10,2,1.5,0.0850387,0.0074701
K,4,1,1.5,10,2,2.5,0.255409,0.0223269
K,4,1,1.5,11,2,1.5,0.074188,0.0062875
K,4,1,1.5,11,2,2.5,0.222804,0.0187915
K,3,2,1.5,4,3,2.5,12.2547,0.188905
K,3,2,1.5,5,3,2.5,4.89688,0.0104974
K,3,2,1.5,6,3,2.5,2.88219,0.0178426
K,3,2,1.5,7,3,2.5,1.98855,0.0134738
K,3,2,1.5,8,3,2.5,1.49378,0.0122677
K,3,2,1.5,9,3,2.5,1.1827,0.0109259
K,3,2,1.5,10,3,2.5,0.970438,0.0097325
K,3,2,1.5,11,3,2.5,0.81725,0.0085946
K,3,2,2.5,4,3,2.5,3.2737,0.0505967
K,3,2,2.5,4,3,3.5,14.6405,0.22629
K,3,2,2.5,5,3,2.5,1.3086,0.0027844
K,3,2,2.5,5,3,3.5,5.85227,0.0124526
K,3,2,2.5,6,3,2.5,0.770347,0.004738
K,3,2,2.5,6,3,3.5,3.44512,0.0211913
K,3,2,2.5,7,3,2.5,0.531512,0.0035882
K,3,2,2.5,7,3,3.5,2.37701,0.0160476
K,3,2,2.5,8,3,2.5,0.399283,0.0032701
K,3,2,2.5,8,3,3.5,1.78566,0.0146245
K,3,2,2.5,9,3,2.5,0.31614,0.0029138
K,3,2,2.5,9,3,3.5,1.41383,0.0130309
K,3,2,2.5,10,3,2.5,0.259408,0.0025963
K,3,2,2.5,10,3,3.5,1.16012,0.0116107
K,3,2,2.5,11,3,2.5,0.218462,0.0022932
K,3,2,2.5,11,3,3.5,0.976999,0.0102549
K,4,1,0.5,5,0,0.5,3.88561,0.0071707
K,4,1,1.5,5,0,0.5,5.53544,0.0104451
K,5,0,0.5,5,1,0.5,9.48752,0.0256592
K,5,0,0.5,5,1,1.5,13.3968,0.036598
K,5,0,0.5,6,1,0.5,0.892803,0.0121805
K,5,0,0.5,6,1,1.5,1.29194,0.0171022
K,5,0,0.5,7,1,0.5,0.335077,0.0043799
K,5,0,0.5,7,1,1.5,0.490575,0.0066098
K,5,0,0.5,8,1,0.5,0.183735,0.0026836
K,5,0,0.5,8,1,1.5,0.271077,0.003804
K,5,0,0.5,9,1,0.5,0.120112,0.0017854
K,5,0,0.5,9,1,1.5,0.178166,0.0026077
K,5,0,0.5,10,1,0.5,0.0867351,0.0014325
K,5,0,0.5,10,1,1.5,0.12916,0.0020807
K,5,0,0.5,11,1,0.5,0.0667098,0.0011804
K,5,0,0.5,11,1,1.5,0.0996286,0.0017154
K,5,0,0.5,12,1,0.5,0.0535659,0.0010124
K,5,0,0.5,12,1,1.5,0.0801755,0.0014405
K,3,2,1.5,5,1,0.5,7.16901,0.167803
K,4,2,1.5,5,1,0.5,17.0229,0.081832
K,5,1,0.5,5,2,1.5,0.870072,0.142767
K,5,1,0.5,6,2,1.5,0.0834541,0.0983319
K,5,1,0.5,7,2,1.5,0.228689,0.0693083
K,5,1,0.5,8,2,1.5,0.240943,0.0517155
K,5,1,0.5,9,2,1.5,0.224247,0.0404037
K,5,1,0.5,10,2,1.5,0.202177,0.0326901
K,5,1,0.5,11,2,1.5,0.180939,0.027158
K,3,2,1.5,5,1,1.5,3.19378,0.0749682
K,3,2,2.5,5,1,1.5,9.57506,0.22534
K,4,2,1.5,5,1,1.5,7.63539,0.0357362
K,4,2,2.5,5,1,1.5,22.9089,0.107105
K,5,1,1.5,5,2,1.5,0.370574,0.0643497
K,5,1,1.5,5,2,2.5,1.10726,0.193416
K,5,1,1.5,6,2,1.5,0.0481299,0.0441716
K,5,1,1.5,6,2,2.5,0.146764,0.132455
K,5,1,1.5,7,2,1.5,0.109486,0.0310884
K,5,1,1.5,7,2,2.5,0.329946,0.0931147
K,5,1,1.5,8,2,1.5,0.11303,0.0231783
K,5,1,1.5,8,2,2.5,0.340128,0.0693762
K,5,1,1.5,9,2,1.5,0.104382,0.0180992
K,5,1,1.5,9,2,2.5,0.31392,0.0541569
K,5,1,1.5,10,2,1.5,0.0937278,0.0146387
K,5,1,1.5,10,2,2.5,0.28179,0.0437901
K,5,1,1.5,11,2,1.5,0.0836757,0.0121584
K,5,1,1.5,11,2,2.5,0.251515,0.0363685
K,4,2,1.5,4,3,2.5,25.378,0.043587
K,4,2,1.5,5,3,2.5,12.9111,0.614173
K,4,2,1.5,6,3,2.5,6.20728,0.122251
K,4,2,1.5,7,3,2.5,3.90806,0.0409494
K,4,2,1.5,8,3,2.5,2.79135,0.01668
K,4,2,1.5,9,3,2.5,2.14237,0.0111298
K,4,2,1.5,10,3,2.5,1.72188,0.0095209
K,4,2,1.5,11,3,2.5,1.42893,0.0082118
K,4,2,2.5,4,3,2.5,6.78273,0.0116063
K,4,2,2.5,4,3,3.5,30.3333,0.051874
K,4,2,2.5,5,3,2.5,3.44752,0.163941
K,4,2,2.5,5,3,3.5,15.4178,0.733194
K,4,2,2.5,6,3,2.5,1.65818,0.0327314
K,4,2,2.5,6,3,3.5,7.41561,0.146382
K,4,2,2.5,7,3,2.5,1.04414,0.0110025
K,4,2,2.5,7,3,3.5,4.66955,0.0492048
K,4,2,2.5,8,3,2.5,0.745843,0.0045055
K,4,2,2.5,8,3,3.5,3.33552,0.0201486
K,4,2,2.5,9,3,2.5,0.572464,0.002951
K,4,2,2.5,9,3,3.5,2.56015,0.0131973
K,4,2,2.5,10,3,2.5,0.460119,0.0025248
K,4,2,2.5,10,3,3.5,2.05772,0.0112915
K,4,2,2.5,11,3,2.5,0.381846,0.0021779
K,4,2,2.5,11,3,3.5,1.70767,0.00974
K,4,1,0.5,6,0,0.5,0.903467,0.0037031
K,4,1,1.5,6,0,0.5,1.27885,0.005322
K,5,1,0.5,6,0,0.5,8.78513,0.0133086
K,5,1,1.5,6,0,0.5,12.502,0.019509
K,6,0,0.5,6,1,0.5,16.6144,0.040865
K,6,0,0.5,6,1,1.5,23.4476,0.05856
K,6,0,0.5,7,1,0.5,1.70444,0.0127513
K,6,0,0.5,7,1,1.5,2.45617,0.0178866
K,6,0,0.5,8,1,0.5,0.667108,0.0069661
K,6,0,0.5,8,1,1.5,0.969426,0.0098344
K,6,0,0.5,9,1,0.5,0.372669,0.003294
K,6,0,0.5,9,1,1.5,0.544441,0.0048213
K,6,0,0.5,10,1,0.5,0.24727,0.0025761
K,6,0,0.5,10,1,1.5,0.362496,0.0037169
K,6,0,0.5,11,1,0.5,0.180437,0.0020679
K,6,0,0.5,11,1,1.5,0.265206,0.0029851
K,6,0,0.5,12,1,0.5,0.139899,0.0017323
K,6,0,0.5,12,1,1.5,0.205979,0.0024613
K,3,2,1.5,6,1,0.5,1.01058,0.029838
K,4,2,1.5,6,1,0.5,14.5356,0.492325
K,5,2,1.5,6,1,0.5,28.9976,0.190223
K,6,1,0.5,6,2,1.5,1.85664,0.193756
K,6,1,0.5,7,2,1.5,0.264385,0.133872
K,6,1,0.5,8,2,1.5,0.0539952,0.094705
K,6,1,0.5,9,2,1.5,0.138193,0.0711077
K,6,1,0.5,10,2,1.5,0.158092,0.0559246
K,6,1,0.5,11,2,1.5,0.157022,0.0455119
K,3,2,1.5,6,1,1.5,0.454933,0.0130352
K,3,2,2.5,6,1,1.5,1.36509,0.038985
K,4,2,1.5,6,1,1.5,6.47253,0.220044
K,4,2,2.5,6,1,1.5,19.4061,0.659482
K,5,2,1.5,6,1,1.5,13.0069,0.083482
K,5,2,2.5,6,1,1.5,39.0261,0.250211
K,6,1,1.5,6,2,1.5,0.80171,0.0874204
K,6,1,1.5,6,2,2.5,2.39945,0.26279
K,6,1,1.5,7,2,1.5,0.101988,0.0601758
K,6,1,1.5,7,2,2.5,0.302841,0.18044
K,6,1,1.5,8,2,1.5,0.0349342,0.0425029
K,6,1,1.5,8,2,2.5,0.106807,0.127316
K,6,1,1.5,9,2,1.5,0.0696916,0.0318846
K,6,1,1.5,9,2,2.5,0.210488,0.095466
K,6,1,1.5,10,2,1.5,0.0768348,0.0250624
K,6,1,1.5,10,2,2.5,0.231576,0.075013
K,6,1,1.5,11,2,1.5,0.0751924,0.0203882
K,6,1,1.5,11,2,2.5,0.226419,0.0610169
K,4,3,2.5,5,2,1.5,7.38537,0.206973
K,5,2,1.5,5,3,2.5,47.0877,0.202455
K,5,2,1.5,6,3,2.5,13.6131,1.0178
K,5,2,1.5,7,3,2.5,7.06155,0.259999
K,5,2,1.5,8,3,2.5,4.59244,0.112463
K,5,2,1.5,9,3,2.5,3.34124,0.0619211
K,5,2,1.5,10,3,2.5,2.59601,0.0391686
K,5,2,1.5,11,3,2.5,2.1051,0.0268743
K,4,3,2.5,5,2,2.5,1.97528,0.055365
K,4,3,3.5,5,2,2.5,8.83369,0.247646
K,5,2,2.5,5,3,2.5,12.5843,0.053928
K,5,2,2.5,5,3,3.5,56.2787,0.24116
K,5,2,2.5,6,3,2.5,3.6338,0.271208
K,5,2,2.5,6,3,3.5,16.2509,1.2129
K,5,2,2.5,7,3,2.5,1.88593,0.0694318
K,5,2,2.5,7,3,3.5,8.43417,0.31051
K,5,2,2.5,8,3,2.5,1.22673,0.0300815
