# Reduced electric-dipole matrix elements |<n1 l1 j1 || d || n2 l2 j2>| in e a0,
# from the Portal for High-Precision Atomic Data and Computation, https://www1.udel.edu/atom/
# (M. S. Safronova et al., linearized coupled-cluster method; retrieved 2026-07-28).
species,n1,l1,j1,n2,l2,j2,matrix_element,uncertainty
Rb,4,2,2.5,8,3,2.5,0.399828,0.0050617
Rb,4,2,2.5,8,3,3.5,1.78812,0.0226203
Rb,4,2,2.5,9,3,2.5,0.322142,0.001074
Rb,4,2,2.5,9,3,3.5,1.44068,0.0047986
Rb,4,2,2.5,10,3,2.5,0.265909,0.0005426
Rb,4,2,2.5,10,3,3.5,1.18919,0.0024228
Rb,4,2,2.5,11,3,2.5,0.224877,0.0002496
Rb,4,2,2.5,11,3,3.5,1.00569,0.0011127
Rb,5,1,0.5,6,0,0.5,4.14623,0.0081555
Rb,5,1,1.5,6,0,0.5,6.04754,0.0127237
Rb,6,0,0.5,6,1,0.5,9.71973,0.0245525
Rb,6,0,0.5,6,1,1.5,13.6449,0.036115
Rb,6,0,0.5,7,1,0.5,0.992214,0.0180716
Rb,6,0,0.5,7,1,1.5,1.53974,0.0247535
Rb,6,0,0.5,8,1,0.5,0.393552,0.0054221
Rb,6,0,0.5,8,1,1.5,0.628474,0.0095801
Rb,6,0,0.5,9,1,0.5,0.222433,0.0041527
Rb,6,0,0.5,9,1,1.5,0.363277,0.0059709
Rb,6,0,0.5,10,1,0.5,0.148487,0.0030082
Rb,6,0,0.5,10,1,1.5,0.246125,0.004114
Rb,6,0,0.5,11,1,0.5,0.10885,0.0022409
Rb,6,0,0.5,11,1,1.5,0.182291,0.0032127
Rb,6,0,0.5,12,1,0.5,0.0846548,0.0015434
Rb,6,0,0.5,12,1,1.5,0.142829,0.002229
Rb,6,0,0.5,13,1,0.5,0.0685508,0.0012491
Rb,6,0,0.5,13,1,1.5,0.1163,0.0018113
Rb,4,2,1.5,6,1,0.5,5.27006,0.261388
Rb,5,2,1.5,6,1,0.5,18.1077,0.181077
Rb,6,1,0.5,6,2,1.5,1.60479,0.0824784
Rb,6,1,0.5,7,2,1.5,1.32924,0.0459775
Rb,6,1,0.5,8,2,1.5,1.00487,0.027605
Rb,6,1,0.5,9,2,1.5,0.786305,0.0183236
Rb,6,1,0.5,10,2,1.5,0.636792,0.0129089
Rb,6,1,0.5,11,2,1.5,0.539384,0.0302312
Rb,6,1,0.5,12,2,1.5,0.457622,0.0215926
Rb,4,2,1.5,6,1,1.5,2.30223,0.116169
Rb,4,2,2.5,6,1,1.5,6.90468,0.342528
Rb,5,2,1.5,6,1,1.5,8.15935,0.0856281
Rb,5,2,2.5,6,1,1.5,24.4894,0.167563
Rb,6,1,1.5,6,2,1.5,0.833057,0.037245
Rb,6,1,1.5,6,2,2.5,2.46478,0.109932
Rb,6,1,1.5,7,2,1.5,0.648706,0.0205981
Rb,6,1,1.5,7,2,2.5,1.92933,0.0598367
Rb,6,1,1.5,8,2,1.5,0.482413,0.0123094
Rb,6,1,1.5,8,2,2.5,1.43667,0.0355475
Rb,6,1,1.5,9,2,1.5,0.374607,0.0081502
Rb,6,1,1.5,9,2,2.5,1.11638,0.0233816
Rb,6,1,1.5,10,2,1.5,0.30205,0.005734
Rb,6,1,1.5,10,2,2.5,0.900464,0.0163935
Rb,6,1,1.5,11,2,1.5,0.254854,0.0134589
Rb,6,1,1.5,11,2,2.5,0.759435,0.0384691
Rb,6,1,1.5,12,2,1.5,0.215835,0.0096181
Rb,6,1,1.5,12,2,2.5,0.643225,0.0275923
Rb,4,3,2.5,5,2,1.5,25.3794,0.081241
Rb,5,2,1.5,5,3,2.5,9.56374,0.505575
Rb,5,2,1.5,6,3,2.5,5.14188,0.114042
Rb,5,2,1.5,7,3,2.5,3.38234,0.0427455
Rb,5,2,1.5,8,3,2.5,2.47222,0.0200068
Rb,5,2,1.5,9,3,2.5,1.91358,0.0766503
Rb,5,2,1.5,10,3,2.5,1.55486,0.0583019
Rb,5,2,1.5,11,3,2.5,1.3002,0.0464245
Rb,4,3,2.5,5,2,2.5,6.78424,0.0205058
Rb,4,3,3.5,5,2,2.5,30.3398,0.091708
Rb,5,2,2.5,5,3,2.5,2.56162,0.130726
Rb,5,2,2.5,5,3,3.5,11.4564,0.584506
Rb,5,2,2.5,6,3,2.5,1.37715,0.0296514
Rb,5,2,2.5,6,3,3.5,6.15905,0.132574
Rb,5,2,2.5,7,3,2.5,0.905758,0.0111773
Rb,5,2,2.5,7,3,3.5,4.05083,0.0499722
Rb,5,2,2.5,8,3,2.5,0.661969,0.0052665
Rb,5,2,2.5,8,3,3.5,2.96049,0.0235096
Rb,5,2,2.5,9,3,2.5,0.512374,0.0197236
Rb,5,2,2.5,9,3,3.5,2.29149,0.0882063
Rb,5,2,2.5,10,3,2.5,0.416279,0.0149937
Rb,5,2,2.5,10,3,3.5,1.86173,0.0670529
Rb,5,2,2.5,11,3,2.5,0.348075,0.011934
Rb,5,2,2.5,11,3,3.5,1.5567,0.0533694
Rb,5,1,0.5,7,0,0.5,0.952929,0.0053152
Rb,5,1,1.5,7,0,0.5,1.34981,0.0079815
Rb,6,1,0.5,7,0,0.5,9.22651,0.0124474
Rb,6,1,1.5,7,0,0.5,13.397,0.020612
Rb,7,0,0.5,7,1,0.5,16.887,0.039139
Rb,7,0,0.5,7,1,1.5,23.653,0.058458
Rb,7,0,0.5,8,1,0.5,1.85832,0.0185202
Rb,7,0,0.5,8,1,1.5,2.8198,0.0252835
Rb,7,0,0.5,9,1,0.5,0.75212,0.0137104
Rb,7,0,0.5,9,1,1.5,1.17456,0.0143531
Rb,7,0,0.5,10,1,0.5,0.427697,0.0056546
Rb,7,0,0.5,10,1,1.5,0.679918,0.0056731
Rb,7,0,0.5,11,1,0.5,0.287802,0.003707
Rb,7,0,0.5,11,1,1.5,0.462441,0.0037506
Rb,7,0,0.5,12,1,0.5,0.212866,0.0022856
Rb,7,0,0.5,12,1,1.5,0.344526,0.0036276
Rb,7,0,0.5,13,1,0.5,0.166465,0.0020561
Rb,7,0,0.5,13,1,1.5,0.270765,0.0031605
Rb,4,2,1.5,7,1,0.5,1.06925,0.0183221
Rb,5,2,1.5,7,1,0.5,10.7028,0.430039
Rb,6,2,1.5,7,1,0.5,31.418,0.047174
Rb,7,1,0.5,7,2,1.5,1.80544,0.113106
Rb,7,1,0.5,8,2,1.5,1.56675,0.0508802
Rb,7,1,0.5,9,2,1.5,1.20079,0.032655
Rb,7,1,0.5,10,2,1.5,0.949094,0.0221423
Rb,7,1,0.5,11,2,1.5,0.790705,0.0600526
Rb,7,1,0.5,12,2,1.5,0.661085,0.0414569
Rb,4,2,1.5,7,1,1.5,0.479179,0.0075987
Rb,4,2,2.5,7,1,1.5,1.43878,0.0219885
Rb,5,2,1.5,7,1,1.5,4.66091,0.190834
Rb,5,2,2.5,7,1,1.5,14.0046,0.555311
Rb,6,2,1.5,7,1,1.5,14.1667,0.020949
Rb,6,2,2.5,7,1,1.5,42.496,0.060291
Rb,7,1,1.5,7,2,1.5,0.987567,0.0504311
Rb,7,1,1.5,7,2,2.5,2.90066,0.143958
Rb,7,1,1.5,8,2,1.5,0.784043,0.0227677
Rb,7,1,1.5,8,2,2.5,2.32386,0.0662221
Rb,7,1,1.5,9,2,1.5,0.587706,0.0145526
Rb,7,1,1.5,9,2,2.5,1.74596,0.0419349
Rb,7,1,1.5,10,2,1.5,0.459759,0.0098415
Rb,7,1,1.5,10,2,2.5,1.36722,0.0282431
Rb,7,1,1.5,11,2,1.5,0.380176,0.0269217
Rb,7,1,1.5,11,2,2.5,1.1305,0.0768577
Rb,7,1,1.5,12,2,1.5,0.316714,0.0185856
Rb,7,1,1.5,12,2,2.5,0.942037,0.0532641
Rb,4,3,2.5,6,2,1.5,9.36107,0.0708584
Rb,5,3,2.5,6,2,1.5,46.2932,0.178689
Rb,6,2,1.5,6,3,2.5,8.91349,0.565342
Rb,6,2,1.5,7,3,2.5,5.33474,0.147257
Rb,6,2,1.5,8,3,2.5,3.66077,0.0627452
Rb,6,2,1.5,9,3,2.5,2.70575,0.181823
Rb,6,2,1.5,10,3,2.5,2.14456,0.13327
Rb,6,2,1.5,11,3,2.5,1.76227,0.1036
Rb,4,3,2.5,6,2,2.5,2.49384,0.0181292
Rb,4,3,3.5,6,2,2.5,11.1524,0.08107
Rb,5,3,2.5,6,2,2.5,12.3763,0.045198
Rb,5,3,3.5,6,2,2.5,55.3484,0.202163
Rb,6,2,2.5,6,3,2.5,2.39534,0.144847
Rb,6,2,2.5,6,3,3.5,10.7133,0.647685
Rb,6,2,2.5,7,3,2.5,1.43224,0.0378437
Rb,6,2,2.5,7,3,3.5,6.40565,0.169213
Rb,6,2,2.5,8,3,2.5,0.982327,0.0161667
Rb,6,2,2.5,8,3,3.5,4.39328,0.072163
Rb,6,2,2.5,9,3,2.5,0.726181,0.0468039
Rb,6,2,2.5,9,3,3.5,3.2478,0.209322
Rb,6,2,2.5,10,3,2.5,0.575385,0.0342842
Rb,6,2,2.5,10,3,3.5,2.57337,0.15333
Rb,6,2,2.5,11,3,2.5,0.472716,0.0266393
Rb,6,2,2.5,11,3,3.5,2.11418,0.119139
Rb,5,1,0.5,8,0,0.5,0.502281,0.003119
Rb,5,1,1.5,8,0,0.5,0.707779,0.0046757
Rb,6,1,0.5,8,0,0.5,1.8512,0.0102944
Rb,6,1,1.5,8,0,0.5,2.59752,0.0155197
Rb,7,1,0.5,8,0,0.5,15.99,0.1599
Rb,7,1,1.5,8,0,0.5,23.2264,0.035835
Rb,8,0,0.5,8,1,0.5,25.8793,0.057846
Rb,8,0,0.5,8,1,1.5,36.1999,0.087625
Rb,8,0,0.5,9,1,0.5,2.94074,0.0257696
Rb,8,0,0.5,9,1,1.5,4.43061,0.0350916
Rb,8,0,0.5,10,1,0.5,1.19863,0.0140306
Rb,8,0,0.5,10,1,1.5,1.845,0.0196011
Rb,8,0,0.5,11,1,0.5,0.685408,0.0053937
Rb,8,0,0.5,11,1,1.5,1.07435,0.0076412
Rb,8,0,0.5,12,1,0.5,0.46309,0.0044667
Rb,8,0,0.5,12,1,1.5,0.732471,0.0069952
Rb,8,0,0.5,13,1,0.5,0.342037,0.0038835
Rb,8,0,0.5,13,1,1.5,0.544287,0.0059097
Rb,4,2,1.5,8,1,0.5,0.542783,0.009851
Rb,5,2,1.5,8,1,0.5,2.43099,0.0354028
Rb,6,2,1.5,8,1,0.5,17.8853,0.525372
Rb,7,2,1.5,8,1,0.5,47.7465,0.078364
Rb,8,1,0.5,8,2,1.5,1.94902,0.166482
Rb,8,1,0.5,9,2,1.5,1.79198,0.0511009
Rb,8,1,0.5,10,2,1.5,1.38907,0.0344284
Rb,8,1,0.5,11,2,1.5,1.1288,0.112646
Rb,8,1,0.5,12,2,1.5,0.924016,0.0738729
Rb,4,2,1.5,8,1,1.5,0.244004,0.0041747
Rb,4,2,2.5,8,1,1.5,0.73259,0.012082
Rb,5,2,1.5,8,1,1.5,1.08285,0.014831
Rb,5,2,2.5,8,1,1.5,3.25435,0.0426183
Rb,6,2,1.5,8,1,1.5,7.77966,0.23239
Rb,6,2,2.5,8,1,1.5,23.3969,0.671563
Rb,7,2,1.5,8,1,1.5,21.5306,0.034583
Rb,7,2,2.5,8,1,1.5,64.5709,0.099193
Rb,8,1,1.5,8,2,1.5,1.12793,0.0744367
Rb,8,1,1.5,8,2,2.5,3.28881,0.212202
Rb,8,1,1.5,9,2,1.5,0.91847,0.0226909
Rb,8,1,1.5,9,2,2.5,2.71385,0.0657135
Rb,8,1,1.5,10,2,1.5,0.692135,0.0152538
Rb,8,1,1.5,10,2,2.5,2.05138,0.0438567
Rb,8,1,1.5,11,2,1.5,0.554028,0.0508015
Rb,8,1,1.5,11,2,2.5,1.64342,0.144907
Rb,8,1,1.5,12,2,1.5,0.450307,0.033287
Rb,8,1,1.5,12,2,2.5,1.33659,0.0953316
Rb,4,3,2.5,7,2,1.5,2.32748,0.029835
Rb,5,3,2.5,7,2,1.5,19.6278,0.136184
Rb,6,3,2.5,7,2,1.5,70.4458,0.254063
Rb,7,2,1.5,7,3,2.5,8.40789,0.608653
Rb,7,2,1.5,8,3,2.5,5.47033,0.16136
Rb,7,2,1.5,9,3,2.5,3.79789,0.370884
Rb,7,2,1.5,10,3,2.5,2.90435,0.252127
Rb,7,2,1.5,11,3,2.5,2.32749,0.186853
Rb,4,3,2.5,7,2,2.5,0.621437,0.0075967
Rb,4,3,3.5,7,2,2.5,2.7791,0.0339722
Rb,5,3,2.5,7,2,2.5,5.22726,0.0343376
Rb,5,3,3.5,7,2,2.5,23.3762,0.153561
Rb,6,3,2.5,7,2,2.5,18.8364,0.064016
Rb,6,3,3.5,7,2,2.5,84.239,0.286278
Rb,7,2,2.5,7,3,2.5,2.26841,0.154903
Rb,7,2,2.5,7,3,3.5,10.1463,0.692691
Rb,7,2,2.5,8,3,2.5,1.47249,0.0410961
Rb,7,2,2.5,8,3,3.5,6.5856,0.183441
Rb,7,2,2.5,9,3,2.5,1.02233,0.0955528
Rb,7,2,2.5,9,3,3.5,4.57246,0.427355
Rb,7,2,2.5,10,3,2.5,0.781167,0.0649014
Rb,7,2,2.5,10,3,3.5,3.49382,0.290266
Rb,7,2,2.5,11,3,2.5,0.625707,0.0480711
Rb,7,2,2.5,11,3,3.5,2.7985,0.214993
Rb,5,1,0.5,9,0,0.5,0.331489,0.002127
Rb,5,1,1.5,9,0,0.5,0.466178,0.0031886
Rb,6,1,0.5,9,0,0.5,0.934805,0.0057205
Rb,6,1,1.5,9,0,0.5,1.30372,0.0086075
Rb,7,1,0.5,9,0,0.5,2.99812,0.0165175
Rb,7,1,1.5,9,0,0.5,4.18586,0.0250502
Rb,8,1,0.5,9,0,0.5,24.582,0.040269
Rb,8,1,1.5,9,0,0.5,35.5695,0.064774
Rb,9,0,0.5,9,1,0.5,36.7228,0.077083
Rb,9,0,0.5,9,1,1.5,51.3224,0.118156
Rb,9,0,0.5,10,1,0.5,4.24403,0.0343739
Rb,9,0,0.5,10,1,1.5,6.36768,0.0467213
Rb,9,0,0.5,11,1,0.5,1.72866,0.0130694
Rb,9,0,0.5,11,1,1.5,2.65315,0.018235
Rb,9,0,0.5,12,1,0.5,0.994829,0.0080076
Rb,9,0,0.5,12,1,1.5,1.54617,0.0124913
Rb,9,0,0.5,13,1,0.5,0.670546,0.0067106
Rb,9,0,0.5,13,1,1.5,1.05046,0.0101678
Rb,4,2,1.5,9,1,0.5,0.351725,0.006511
Rb,5,2,1.5,9,1,0.5,1.24187,0.0196722
Rb,6,2,1.5,9,1,0.5,4.19935,0.0554617
Rb,7,2,1.5,9,1,0.5,26.9205,0.614807
Rb,8,2,1.5,9,1,0.5,67.176,0.116577
Rb,9,1,0.5,9,2,1.5,2.02749,0.228684
Rb,9,1,0.5,10,2,1.5,2.00546,0.0560544
Rb,9,1,0.5,11,2,1.5,1.60699,0.215841
Rb,9,1,0.5,12,2,1.5,1.28166,0.130304
Rb,4,2,1.5,9,1,1.5,0.15827,0.0027292
Rb,4,2,2.5,9,1,1.5,0.475147,0.007898
Rb,5,2,1.5,9,1,1.5,0.555268,0.0084225
Rb,5,2,2.5,9,1,1.5,1.66848,0.0242025
Rb,6,2,1.5,9,1,1.5,1.86742,0.023416
Rb,6,2,2.5,9,1,1.5,5.61321,0.0671483
Rb,7,2,1.5,9,1,1.5,11.7046,0.271026
Rb,7,2,2.5,9,1,1.5,35.2169,0.780088
Rb,8,2,1.5,9,1,1.5,30.2948,0.051306
Rb,8,2,2.5,9,1,1.5,90.8407,0.146889
Rb,9,1,1.5,9,2,1.5,1.25047,0.102455
Rb,9,1,1.5,9,2,2.5,3.61916,0.29167
Rb,9,1,1.5,10,2,1.5,1.05226,0.0238639
Rb,9,1,1.5,10,2,2.5,3.09964,0.0678138
Rb,9,1,1.5,11,2,1.5,0.812134,0.09799
Rb,9,1,1.5,11,2,2.5,2.40078,0.279248
Rb,9,1,1.5,12,2,1.5,0.638009,0.0590151
Rb,9,1,1.5,12,2,2.5,1.88886,0.168902
Rb,4,3,2.5,8,2,1.5,1.17651,0.0141565
Rb,5,3,2.5,8,2,1.5,4.77754,0.0519008
Rb,6,3,2.5,8,2,1.5,32.4749,0.212733
Rb,7,3,2.5,8,2,1.5,98.3776,0.319185
Rb,8,2,1.5,8,3,2.5,7.91563,0.658566
Rb,8,2,1.5,9,3,2.5,5.41109,0.799732
Rb,8,2,1.5,10,3,2.5,3.97292,0.47441
Rb,8,2,1.5,11,3,2.5,3.07898,0.324871
Rb,4,3,2.5,8,2,2.5,0.314269,0.0035903
Rb,4,3,3.5,8,2,2.5,1.40543,0.0160557
Rb,5,3,2.5,8,2,2.5,1.27577,0.0131525
Rb,5,3,3.5,8,2,2.5,5.70531,0.0587936
Rb,6,3,2.5,8,2,2.5,8.64755,0.0536002
Rb,6,3,3.5,8,2,2.5,38.6713,0.239707
Rb,7,3,2.5,8,2,2.5,26.3085,0.080123
Rb,7,3,3.5,8,2,2.5,117.656,0.35829
Rb,8,2,2.5,8,3,2.5,2.14578,0.166781
Rb,8,2,2.5,8,3,3.5,9.59754,0.74484
Rb,8,2,2.5,9,3,2.5,1.46351,0.206344
Rb,8,2,2.5,9,3,3.5,6.54608,0.922889
Rb,8,2,2.5,10,3,2.5,1.07203,0.12224
Rb,8,2,2.5,10,3,3.5,4.79492,0.546717
Rb,8,2,2.5,11,3,2.5,0.829871,0.08364
Rb,8,2,2.5,11,3,3.5,3.71176,0.374078
Rb,5,1,0.5,10,0,0.5,0.242941,0.0015873
Rb,5,1,1.5,10,0,0.5,0.341306,0.00238
Rb,6,1,0.5,10,0,0.5,0.605942,0.003808
Rb,6,1,1.5,10,0,0.5,0.843117,0.0057288
Rb,7,1,0.5,10,0,0.5,1.47143,0.008984
Rb,7,1,1.5,10,0,0.5,2.0405,0.0135836
Rb,8,1,0.5,10,0,0.5,4.39468,0.0246703
Rb,8,1,1.5,10,0,0.5,6.11645,0.0377769
Rb,9,1,0.5,10,0,0.5,34.8757,0.058987
Rb,9,1,1.5,10,0,0.5,50.4215,0.094743
Rb,10,0,0.5,10,1,0.5,49.4203,0.100455
Rb,10,0,0.5,10,1,1.5,69.0206,0.158919
Rb,10,0,0.5,11,1,0.5,5.76916,0.0442828
Rb,10,0,0.5,11,1,1.5,8.62841,0.0601471
Rb,10,0,0.5,12,1,0.5,2.35605,0.0166401
Rb,10,0,0.5,12,1,1.5,3.59896,0.0231889
Rb,10,0,0.5,13,1,0.5,1.35271,0.0113948
Rb,10,0,0.5,13,1,1.5,2.09001,0.0172273
Rb,4,2,1.5,10,1,0.5,0.255286,0.0048281
Rb,5,2,1.5,10,1,0.5,0.804931,0.0128753
Rb,6,2,1.5,10,1,0.5,2.13785,0.0306348
Rb,7,2,1.5,10,1,0.5,6.3813,0.0796524
Rb,8,2,1.5,10,1,0.5,37.8218,0.70959
Rb,9,2,1.5,10,1,0.5,89.7158,0.16235
Rb,10,1,0.5,10,2,1.5,2.05246,0.299835
Rb,10,1,0.5,11,2,1.5,2.25557,0.460233
Rb,10,1,0.5,12,2,1.5,1.78647,0.240213
Rb,4,2,1.5,10,1,1.5,0.114924,0.0019795
Rb,4,2,2.5,10,1,1.5,0.344997,0.0057278
Rb,5,2,1.5,10,1,1.5,0.360385,0.0055556
Rb,5,2,2.5,10,1,1.5,1.08279,0.015963
Rb,6,2,1.5,10,1,1.5,0.954639,0.0132023
Rb,6,2,2.5,10,1,1.5,2.86864,0.0378553
Rb,7,2,1.5,10,1,1.5,2.83638,0.0337882
Rb,7,2,2.5,10,1,1.5,8.52578,0.0967964
Rb,8,2,1.5,10,1,1.5,16.44,0.309814
Rb,8,2,2.5,10,1,1.5,49.4767,0.889375
Rb,9,2,1.5,10,1,1.5,40.4646,0.071311
Rb,9,2,2.5,10,1,1.5,121.322,0.20383
Rb,10,1,1.5,10,2,1.5,1.36265,0.134492
Rb,10,1,1.5,10,2,2.5,3.9127,0.382692
Rb,10,1,1.5,11,2,1.5,1.20645,0.210907
Rb,10,1,1.5,11,2,2.5,3.54346,0.600226
Rb,10,1,1.5,12,2,1.5,0.917662,0.109452
Rb,10,1,1.5,12,2,2.5,2.70668,0.312991
Rb,4,3,2.5,9,2,1.5,0.752864,0.0085026
Rb,5,3,2.5,9,2,1.5,2.3978,0.0259204
Rb,6,3,2.5,9,2,1.5,7.77891,0.0756782
Rb,7,3,2.5,9,2,1.5,47.95,0.302289
Rb,8,3,2.5,9,2,1.5,130.25,0.37813
Rb,9,2,1.5,9,3,2.5,6.6523,2.18132
Rb,9,2,1.5,10,3,2.5,5.49059,0.981789
Rb,9,2,1.5,11,3,2.5,4.13042,0.585685
Rb,4,3,2.5,9,2,2.5,0.201146,0.0021487
Rb,4,3,3.5,9,2,2.5,0.899537,0.0096091
Rb,5,3,2.5,9,2,2.5,0.640648,0.0065461
Rb,5,3,3.5,9,2,2.5,2.86502,0.0292653
Rb,6,3,2.5,9,2,2.5,2.07756,0.0190802
Rb,6,3,3.5,9,2,2.5,9.29094,0.0853091
Rb,7,3,2.5,9,2,2.5,12.7679,0.076076
Rb,7,3,3.5,9,2,2.5,57.0969,0.340219
Rb,8,3,2.5,9,2,2.5,34.8352,0.094276
Rb,8,3,3.5,9,2,2.5,155.788,0.42123
Rb,9,2,2.5,9,3,2.5,1.82861,0.564292
Rb,9,2,2.5,9,3,3.5,8.18089,2.52393
Rb,9,2,2.5,10,3,2.5,1.48993,0.253248
Rb,9,2,2.5,10,3,3.5,6.66459,1.13268
Rb,9,2,2.5,11,3,2.5,1.11725,0.150874
Rb,9,2,2.5,11,3,3.5,4.99736,0.674791
Rb,5,1,0.5,11,0,0.5,0.18922,0.0012505
Rb,5,1,1.5,11,0,0.5,0.265678,0.001875
Rb,6,1,0.5,11,0,0.5,0.44064,0.0028008
Rb,6,1,1.5,11,0,0.5,0.612398,0.0042136
Rb,7,1,0.5,11,0,0.5,0.940083,0.0058895
Rb,7,1,1.5,11,0,0.5,1.30025,0.0088982
Rb,8,1,0.5,11,0,0.5,2.11195,0.0132813
Rb,8,1,1.5,11,0,0.5,2.91798,0.0202563
Rb,9,1,0.5,11,0,0.5,6.0417,0.033603
Rb,9,1,1.5,11,0,0.5,8.39089,0.0517625
Rb,10,1,0.5,11,0,0.5,46.9208,0.084357
Rb,10,1,1.5,11,0,0.5,67.8004,0.140882
Rb,11,0,0.5,11,1,0.5,63.9736,0.128571
Rb,11,0,0.5,11,1,1.5,89.3075,0.200393
Rb,11,0,0.5,12,1,0.5,7.52358,0.0554091
Rb,11,0,0.5,12,1,1.5,11.2264,0.075198
Rb,11,0,0.5,13,1,0.5,3.0696,0.0207036
Rb,11,0,0.5,13,1,1.5,4.67216,0.029165
Rb,4,2,1.5,11,1,0.5,0.197786,0.0037744
Rb,5,2,1.5,11,1,0.5,0.584489,0.0097022
Rb,6,2,1.5,11,1,0.5,1.3801,0.0202501
Rb,7,2,1.5,11,1,0.5,3.22957,0.0434544
Rb,8,2,1.5,11,1,0.5,8.97665,0.108201
Rb,9,2,1.5,11,1,0.5,50.587,0.807159
Rb,10,2,1.5,11,1,0.5,115.371,0.21574
Rb,11,1,0.5,11,2,1.5,1.97298,1.29122
Rb,11,1,0.5,12,2,1.5,2.44621,0.499007
Rb,4,2,1.5,11,1,1.5,0.0890599,0.0015309
Rb,4,2,2.5,11,1,1.5,0.267344,0.0044295
Rb,5,2,1.5,11,1,1.5,0.261858,0.0040501
Rb,5,2,2.5,11,1,1.5,0.78672,0.0116364
Rb,6,2,1.5,11,1,1.5,0.617254,0.0086628
Rb,6,2,2.5,11,1,1.5,1.85455,0.0248364
Rb,7,2,1.5,11,1,1.5,1.44194,0.0188114
Rb,7,2,2.5,11,1,1.5,4.33256,0.0538852
Rb,8,2,1.5,11,1,1.5,3.99007,0.0460666
Rb,8,2,2.5,11,1,1.5,11.993,0.131907
Rb,9,2,1.5,11,1,1.5,21.9902,0.35318
Rb,9,2,2.5,11,1,1.5,66.1871,1.00975
Rb,10,2,1.5,11,1,1.5,52.0382,0.094674
Rb,10,2,2.5,11,1,1.5,156.009,0.27039
Rb,11,1,1.5,11,2,1.5,1.4313,0.603141
Rb,11,1,1.5,11,2,2.5,4.08027,1.71166
Rb,11,1,1.5,12,2,1.5,1.33909,0.229413
Rb,11,1,1.5,12,2,2.5,3.92106,0.655201
Rb,4,3,2.5,10,2,1.5,0.541359,0.0057889
Rb,5,3,2.5,10,2,1.5,1.5278,0.0159056
Rb,6,3,2.5,10,2,1.5,3.87818,0.0389054
Rb,7,3,2.5,10,2,1.5,11.3381,0.101643
Rb,8,3,2.5,10,2,1.5,66.0746,0.405147
Rb,9,3,2.5,10,2,1.5,165.695,1.90262
Rb,10,2,1.5,10,3,2.5,5.95088,2.60598
Rb,10,2,1.5,11,3,2.5,5.54319,1.17964
Rb,4,3,2.5,10,2,2.5,0.144651,0.0014604
Rb,4,3,3.5,10,2,2.5,0.64689,0.0065311
Rb,5,3,2.5,10,2,2.5,0.408286,0.0040117
Rb,5,3,3.5,10,2,2.5,1.82589,0.0179353
Rb,6,3,2.5,10,2,2.5,1.03637,0.0098055
Rb,6,3,3.5,10,2,2.5,4.63471,0.0438444
Rb,7,3,2.5,10,2,2.5,3.0285,0.0255549
Rb,7,3,3.5,10,2,2.5,13.5436,0.114268
Rb,8,3,2.5,10,2,2.5,17.5936,0.101946
Rb,8,3,3.5,10,2,2.5,78.6787,0.455911
Rb,9,3,2.5,10,2,2.5,44.3268,0.487389
Rb,9,3,3.5,10,2,2.5,198.237,2.17962
Rb,10,2,2.5,10,3,2.5,1.65336,0.67422
Rb,10,2,2.5,10,3,3.5,7.39794,3.01563
Rb,10,2,2.5,11,3,2.5,1.50957,0.304321
Rb,10,2,2.5,11,3,3.5,6.75277,1.36112
Rb,5,1,0.5,12,0,0.5,0.153367,0.0010443
Rb,5,1,1.5,12,0,0.5,0.215252,0.0015678
Rb,6,1,0.5,12,0,0.5,0.342132,0.0022556
Rb,6,1,1.5,12,0,0.5,0.475157,0.0033964
Rb,7,1,0.5,12,0,0.5,0.6782,0.0044433
Rb,7,1,1.5,12,0,0.5,0.936773,0.0067151
Rb,8,1,0.5,12,0,0.5,1.3329,0.0089421
Rb,8,1,1.5,12,0,0.5,1.83629,0.0136256
Rb,9,1,0.5,12,0,0.5,2.85595,0.0184891
Rb,9,1,1.5,12,0,0.5,3.9358,0.0283722
Rb,10,1,0.5,12,0,0.5,7.93663,0.0455682
Rb,10,1,1.5,12,0,0.5,11.004,0.071753
Rb,11,1,0.5,12,0,0.5,60.7294,0.127612
Rb,11,1,1.5,12,0,0.5,87.7054,0.200764
Rb,12,0,0.5,12,1,0.5,80.3511,0.194296
Rb,12,0,0.5,12,1,1.5,112.128,0.29964
Rb,12,0,0.5,13,1,0.5,9.49955,0.0680435
Rb,12,0,0.5,13,1,1.5,14.1477,0.092275
Rb,4,2,1.5,12,1,0.5,0.159878,0.0030591
Rb,5,2,1.5,12,1,0.5,0.453362,0.007668
Rb,6,2,1.5,12,1,0.5,0.999511,0.0151926
Rb,7,2,1.5,12,1,0.5,2.07424,0.0289518
Rb,8,2,1.5,12,1,0.5,4.51463,0.0582378
Rb,9,2,1.5,12,1,0.5,11.9824,0.141076
Rb,10,2,1.5,12,1,0.5,65.1702,0.861719
Rb,11,2,1.5,12,1,0.5,144.172,0.66605
Rb,12,1,0.5,12,2,1.5,1.83455,1.37429
Rb,4,2,1.5,12,1,1.5,0.0719989,0.0012334
Rb,4,2,2.5,12,1,1.5,0.216123,0.0035686
Rb,5,2,1.5,12,1,1.5,0.203178,0.0031398
Rb,5,2,2.5,12,1,1.5,0.610403,0.0090204
Rb,6,2,1.5,12,1,1.5,0.447363,0.0062853
